district,category,subcategory,year,0
Palmerston Crime Statistics,02 Acts intended to cause injury, 029 Acts intended to cause injury - other,2018 Q1,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2011 Q3,7
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2011 Q4,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q1,6
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q2,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q3,6
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2012 Q4,12
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q1,5
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q2,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q3,9
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2013 Q4,19
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q1,9
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q2,11
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q3,10
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2014 Q4,10
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q1,10
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q2,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q3,8
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2015 Q4,8
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q1,11
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q2,7
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q3,9
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2016 Q4,7
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q1,7
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q2,8
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q3,9
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2017 Q4,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 031 Sexual assault,2018 Q1,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q3,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2011 Q4,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q1,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q2,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q3,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2012 Q4,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q1,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q2,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q3,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2013 Q4,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q1,3
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q2,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q3,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2014 Q4,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q1,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q2,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q3,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2015 Q4,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q1,1
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q2,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q3,4
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2016 Q4,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q1,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q2,0
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q3,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2017 Q4,2
Palmerston Crime Statistics,03 Sexual assault and related offences, 032 Non-assaultive sexual offences,2018 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2011 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2011 Q4,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2012 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2013 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2014 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2015 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2016 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2017 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0511 Abduction and kidnapping,2018 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2011 Q3,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2011 Q4,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2012 Q4,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q2,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2013 Q4,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q1,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2014 Q4,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q3,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2015 Q4,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q2,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2016 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q1,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q2,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q3,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2017 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0521 Deprivation of liberty/false imprisonment,2018 Q1,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2011 Q3,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2011 Q4,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q3,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2012 Q4,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q1,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q2,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q3,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2013 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q1,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q2,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q3,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2014 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q1,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q2,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2015 Q4,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q1,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q2,1
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q3,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2016 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q1,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q2,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q3,2
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2017 Q4,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0531 Harassment and private nuisance,2018 Q1,0
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q3,8
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2011 Q4,7
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q1,8
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q2,4
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q3,7
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2012 Q4,9
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q1,10
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q2,5
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q3,6
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2013 Q4,4
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q1,9
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q2,8
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q3,7
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2014 Q4,11
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q1,9
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q2,10
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q3,5
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2015 Q4,6
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q1,9
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q2,4
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q3,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2016 Q4,14
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q1,9
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q2,12
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q3,8
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2017 Q4,3
Palmerston Crime Statistics,"05 Abduction, harassment and other offences", 0532 Threatening behaviour,2018 Q1,4
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q3,6
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2011 Q4,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q1,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q2,2
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q3,6
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2012 Q4,2
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q1,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q2,2
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2013 Q4,4
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q1,2
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q2,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q3,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2014 Q4,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q1,6
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q2,4
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q3,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2015 Q4,4
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q1,5
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q2,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q3,3
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2016 Q4,9
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q1,2
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q2,4
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q3,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2017 Q4,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 061 Robbery,2018 Q1,5
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2011 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q3,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2012 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2013 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q3,1
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2014 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2015 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2016 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q1,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q2,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q3,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2017 Q4,0
Palmerston Crime Statistics,"06 Robbery, extortion and related offences", 0621 Blackmail and extortion,2018 Q1,0
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q3,16
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2011 Q4,34
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q1,31
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q2,19
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q3,20
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2012 Q4,24
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q1,15
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q2,30
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q3,16
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2013 Q4,6
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q1,24
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q2,25
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q3,42
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2014 Q4,58
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q1,33
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q2,16
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q3,46
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2015 Q4,31
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q1,36
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q2,49
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q3,29
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2016 Q4,39
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q1,35
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q2,53
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q3,42
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2017 Q4,35
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, actual",2018 Q1,23
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q3,5
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2011 Q4,10
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q1,8
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q2,10
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q3,8
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2012 Q4,5
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q1,5
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q2,3
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q3,4
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2013 Q4,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q1,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q2,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q3,3
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2014 Q4,4
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q1,3
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q2,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q3,0
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2015 Q4,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q1,4
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q2,6
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q3,2
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2016 Q4,3
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q1,10
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q2,7
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q3,4
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2017 Q4,1
Palmerston Crime Statistics,0711 Commercial break-ins  ,"  Commercial break-ins, attempted",2018 Q1,0
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2011 Q3,33
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2011 Q4,54
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q1,81
